ligand,affinity_kcal_per_mol,dock_rank,prob_active,cls_rank,pred_pIC50,reg_rank,consensus_score
methyl,-6.711,165.0,0.3764485945211553,61.0,4.900743427494283,346.0,180.4
cleistenediol,-7.504,131.0,0.28,103.0,4.833894024645681,407.0,180.6
cleistenediol,-7.504,131.0,0.2784810001396965,104.0,4.833894024645681,407.0,180.8
benzyl,-6.892,156.0,0.3012300785221701,94.0,4.905887154395273,342.0,180.8
methyl,-6.711,165.0,0.2746539649724242,109.0,5.011733564599385,302.0,181.2
benzyl,-6.892,156.0,0.0960279338617658,151.0,5.06279655778149,288.0,181.4
cleistenediol,-7.504,131.0,0.28,103.0,4.817467344657955,414.0,182.0
cleistenediol,-7.504,131.0,0.2784810001396965,104.0,4.817467344657955,414.0,182.2
methyl,-6.711,165.0,0.2594819874818359,115.0,5.011733564599385,302.0,182.4
methyl,-6.711,165.0,0.3664578813636479,73.0,4.900743427494283,346.0,182.8
methyl,-6.711,165.0,0.2496172793210616,118.0,5.011733564599385,302.0,183.0
methyl,-6.711,165.0,0.3598775645475476,75.0,4.900743427494283,346.0,183.2
ophrypetalin,-8.294,87.0,0.2867601438807417,100.0,4.675231884219505,557.0,183.6
methyl,-6.711,165.0,0.3469478209766328,78.0,4.900743427494283,346.0,183.8
cleistenechlorohydrin,-7.724,125.0,0.2764881218952788,106.0,4.800079240161354,439.0,184.0
cleistenechlorohydrin,-7.724,125.0,0.2764881218952788,106.0,4.800079240161354,439.0,184.0
cleistenechlorohydrin,-7.724,125.0,0.2764881218952788,106.0,4.800079240161354,439.0,184.0
cleistenechlorohydrin,-7.724,125.0,0.2764881218952788,106.0,4.800079240161354,439.0,184.0
methyl,-6.711,165.0,0.3764485945211553,61.0,4.896325249645065,364.0,184.0
methyl,-6.711,165.0,0.2366568610328379,124.0,5.011733564599385,302.0,184.2
cleistenediol,-7.504,131.0,0.2359810001396964,125.0,4.833894024645681,407.0,185.0
methyl,-6.711,165.0,0.2321604123269207,128.0,5.011733564599385,302.0,185.0
methyl,-6.711,165.0,0.2224254165169508,131.0,5.011733564599385,302.0,185.60000000000002
methyl,-6.711,165.0,0.3664578813636479,73.0,4.896325249645065,364.0,186.39999999999998
cleistenediol,-7.504,131.0,0.2359810001396964,125.0,4.817467344657955,414.0,186.4
cleistenediol,-7.504,131.0,0.2209810001396964,132.0,4.833894024645681,407.0,186.4
methyl,-6.711,165.0,0.5038741652743562,16.0,4.803154111881941,421.0,186.4
cleistenediol,-7.504,131.0,0.22,133.0,4.833894024645681,407.0,186.6
cleistenediol,-7.504,131.0,0.2159810001396964,134.0,4.833894024645681,407.0,186.8
methyl,-6.711,165.0,0.3598775645475476,75.0,4.896325249645065,364.0,186.8
methyl,-6.711,165.0,0.3469478209766328,78.0,4.896325249645065,364.0,187.39999999999998
methyl,-6.711,165.0,0.1793104127417383,140.0,5.011733564599385,302.0,187.4
methyl,-6.711,165.0,0.1692442282387059,141.0,5.011733564599385,302.0,187.60000000000002
cleistenediol,-7.504,131.0,0.2209810001396964,132.0,4.817467344657955,414.0,187.8
dieporeticanin-2,-7.922,113.0,0.2384810001396964,121.0,4.7614010495514165,480.0,188.0
cleistenediol,-7.504,131.0,0.22,133.0,4.817467344657955,414.0,188.0
cleistenediol,-7.504,131.0,0.28,103.0,4.788836262689561,444.0,188.0
methyl,-6.711,165.0,0.1618196748943582,143.0,5.011733564599385,302.0,188.0
cleistenediol,-7.504,131.0,0.2159810001396964,134.0,4.817467344657955,414.0,188.2
cleistenediol,-7.504,131.0,0.2784810001396965,104.0,4.788836262689561,444.0,188.2
methyl,-6.711,165.0,0.1372444069390304,146.0,5.011733564599385,302.0,188.6
methyl,-6.711,165.0,0.3764485945211553,61.0,4.873699731338282,387.0,188.60000000000002
methyl,-6.711,165.0,0.2802349247737692,102.0,4.900743427494283,346.0,188.60000000000002
benzyl,-6.892,156.0,0.2153869113840581,135.0,4.905887154395273,342.0,189.0
benzyl,-6.892,156.0,0.3012300785221701,94.0,4.882429766539633,383.0,189.0
cleistenediol,-7.504,131.0,0.28,103.0,4.773325838328651,450.0,189.2
cleistenediol,-7.504,131.0,0.2784810001396965,104.0,4.773325838328651,450.0,189.39999999999998
methyl,-6.711,165.0,0.11,150.0,5.011733564599385,302.0,189.4
methyl,-6.711,165.0,0.0685072674267114,152.0,5.011733564599385,302.0,189.8
Z-melodorinol,-7.286,146.0,0.288055254847296,99.0,4.8221847510138165,413.0,190.0
methyl,-6.711,165.0,0.2746539649724242,109.0,4.900743427494283,346.0,190.0
cleistenediol,-7.504,131.0,0.28,103.0,4.766389269461679,456.0,190.39999999999998
cleistanolate,-7.711,126.0,0.3077376224516812,91.0,4.756001181755089,483.0,190.4
cleistenediol,-7.504,131.0,0.2784810001396965,104.0,4.766389269461679,456.0,190.6
benzyl,-6.892,156.0,0.1553869113840581,144.0,4.905887154395273,342.0,190.8
methyl,-6.711,165.0,0.3664578813636479,73.0,4.873699731338282,387.0,191.0
methyl,-6.711,165.0,0.2594819874818359,115.0,4.900743427494283,346.0,191.2
methyl,-6.711,165.0,0.3598775645475476,75.0,4.873699731338282,387.0,191.4
methyl,-6.711,165.0,0.2496172793210616,118.0,4.900743427494283,346.0,191.8
methyl,-6.711,165.0,0.3469478209766328,78.0,4.873699731338282,387.0,192.0
benzyl,-6.892,156.0,0.0960279338617658,151.0,4.905887154395273,342.0,192.2
methyl,-6.711,165.0,0.2802349247737692,102.0,4.896325249645065,364.0,192.2
cleistenediol,-7.504,131.0,0.2359810001396964,125.0,4.788836262689561,444.0,192.4
Z-acetylmelodorinol,-7.447,135.0,0.2603805813186074,114.0,4.798981060665502,443.0,192.4
artabotriol,-4.995,195.0,0.2023861388018567,138.0,5.2059683608109095,239.0,192.4
methyl,-6.711,165.0,0.2366568610328379,124.0,4.900743427494283,346.0,193.0
cleistenediol,-7.504,131.0,0.2359810001396964,125.0,4.773325838328651,450.0,193.6
methyl,-6.711,165.0,0.2746539649724242,109.0,4.896325249645065,364.0,193.6
cleistenediol,-7.504,131.0,0.2209810001396964,132.0,4.788836262689561,444.0,193.8
methyl,-6.711,165.0,0.2321604123269207,128.0,4.900743427494283,346.0,193.8
cleistenediol,-7.504,131.0,0.22,133.0,4.788836262689561,444.0,194.0
cleistenediol,-7.504,131.0,0.2159810001396964,134.0,4.788836262689561,444.0,194.2
methyl,-6.711,165.0,0.2224254165169508,131.0,4.900743427494283,346.0,194.4
methyl,-6.711,165.0,0.5038741652743562,16.0,4.765632879029674,462.0,194.60000000000002
cleistenediol,-7.504,131.0,0.2359810001396964,125.0,4.766389269461679,456.0,194.8
methyl,-6.711,165.0,0.2594819874818359,115.0,4.896325249645065,364.0,194.8
cleistenediol,-7.504,131.0,0.2209810001396964,132.0,4.773325838328651,450.0,195.0
cleistenediol,-7.504,131.0,0.22,133.0,4.773325838328651,450.0,195.2
cleistenediol,-7.504,131.0,0.2159810001396964,134.0,4.773325838328651,450.0,195.39999999999998
methyl,-6.711,165.0,0.2496172793210616,118.0,4.896325249645065,364.0,195.39999999999998
methyl,-6.711,165.0,0.3764485945211553,61.0,4.803154111881941,421.0,195.4
3-hydroxybenzaldehyde,-5.841,183.0,0.2085294515304404,137.0,5.037547696542547,292.0,195.6
cleistenediol,-7.504,131.0,0.2209810001396964,132.0,4.766389269461679,456.0,196.2
methyl,-6.711,165.0,0.1793104127417383,140.0,4.900743427494283,346.0,196.2
cleistenediol,-7.504,131.0,0.22,133.0,4.766389269461679,456.0,196.39999999999998
methyl,-6.711,165.0,0.1692442282387059,141.0,4.900743427494283,346.0,196.4
cleistenediol,-7.504,131.0,0.2159810001396964,134.0,4.766389269461679,456.0,196.6
methyl,-6.711,165.0,0.2366568610328379,124.0,4.896325249645065,364.0,196.6
methyl,-6.711,165.0,0.2802349247737692,102.0,4.873699731338282,387.0,196.8
methyl,-6.711,165.0,0.1618196748943582,143.0,4.900743427494283,346.0,196.8
benzyl,-6.892,156.0,0.2153869113840581,135.0,4.882429766539633,383.0,197.2
methyl,-6.711,165.0,0.2321604123269207,128.0,4.896325249645065,364.0,197.39999999999998
methyl,-6.711,165.0,0.1372444069390304,146.0,4.900743427494283,346.0,197.39999999999998
methyl,-6.711,165.0,0.3664578813636479,73.0,4.803154111881941,421.0,197.8
methyl,-6.711,165.0,0.2224254165169508,131.0,4.896325249645065,364.0,198.0
diepoxyrollin,-7.533,130.0,0.2384810001396964,121.0,4.7614010495514165,480.0,198.2
methyl,-6.711,165.0,0.3598775645475476,75.0,4.803154111881941,421.0,198.2
methyl,-6.711,165.0,0.2746539649724242,109.0,4.873699731338282,387.0,198.2
methyl,-6.711,165.0,0.11,150.0,4.900743427494283,346.0,198.2
methyl,-6.711,165.0,0.0685072674267114,152.0,4.900743427494283,346.0,198.60000000000002
methyl,-6.711,165.0,0.3469478209766328,78.0,4.803154111881941,421.0,198.8
benzyl,-6.892,156.0,0.1553869113840581,144.0,4.882429766539633,383.0,199.0
methyl,-6.711,165.0,0.5038741652743562,16.0,4.748658410874141,484.0,199.0
methyl,-6.711,165.0,0.2594819874818359,115.0,4.873699731338282,387.0,199.4
methyl,-6.711,165.0,0.1793104127417383,140.0,4.896325249645065,364.0,199.8
methyl,-6.711,165.0,0.1692442282387059,141.0,4.896325249645065,364.0,200.0
methyl,-6.711,165.0,0.2496172793210616,118.0,4.873699731338282,387.0,200.0
methyl,-6.711,165.0,0.1618196748943582,143.0,4.896325249645065,364.0,200.39999999999998
quebrachitol,-5.133,194.0,0.1270052015364322,149.0,5.145932829534679,271.0,200.39999999999998
benzyl,-6.892,156.0,0.0960279338617658,151.0,4.882429766539633,383.0,200.4
methyl,-6.711,165.0,0.1372444069390304,146.0,4.896325249645065,364.0,201.0
methyl,-6.711,165.0,0.2366568610328379,124.0,4.873699731338282,387.0,201.2
desacetyluvaricin,-7.967,111.0,0.258040823104486,116.0,4.647308450064935,560.0,201.8
methyl,-6.711,165.0,0.11,150.0,4.896325249645065,364.0,201.8
methyl,-6.711,165.0,0.2321604123269207,128.0,4.873699731338282,387.0,202.0
methyl,-6.711,165.0,0.0685072674267114,152.0,4.896325249645065,364.0,202.2
methyl,-6.711,165.0,0.2224254165169508,131.0,4.873699731338282,387.0,202.60000000000002
methyl,-6.711,165.0,0.5038741652743562,16.0,4.735891530596404,502.0,202.60000000000002
methyl,-6.711,165.0,0.3764485945211553,61.0,4.765632879029674,462.0,203.60000000000002
methyl,-6.711,165.0,0.2802349247737692,102.0,4.803154111881941,421.0,203.60000000000002
methyl,-6.711,165.0,0.1793104127417383,140.0,4.873699731338282,387.0,204.4
methyl,-6.711,165.0,0.1692442282387059,141.0,4.873699731338282,387.0,204.60000000000002
methyl,-6.711,165.0,0.2746539649724242,109.0,4.803154111881941,421.0,205.0
methyl,-6.711,165.0,0.1618196748943582,143.0,4.873699731338282,387.0,205.0
methyl,-6.711,165.0,0.1372444069390304,146.0,4.873699731338282,387.0,205.6
methyl,-6.711,165.0,0.3664578813636479,73.0,4.765632879029674,462.0,206.0
methyl,-6.711,165.0,0.2594819874818359,115.0,4.803154111881941,421.0,206.2
methyl,-6.711,165.0,0.5038741652743562,16.0,4.72900303984224,520.0,206.2
methyl,-6.711,165.0,0.3598775645475476,75.0,4.765632879029674,462.0,206.4
methyl,-6.711,165.0,0.11,150.0,4.873699731338282,387.0,206.4
methyl,-6.711,165.0,0.2496172793210616,118.0,4.803154111881941,421.0,206.8
methyl,-6.711,165.0,0.0685072674267114,152.0,4.873699731338282,387.0,206.8
methyl,-6.711,165.0,0.3469478209766328,78.0,4.765632879029674,462.0,207.0
methyl,-6.711,165.0,0.3764485945211553,61.0,4.748658410874141,484.0,208.0
methyl,-6.711,165.0,0.2366568610328379,124.0,4.803154111881941,421.0,208.0
methyl,-6.711,165.0,0.2321604123269207,128.0,4.803154111881941,421.0,208.8
methyl,-6.711,165.0,0.2224254165169508,131.0,4.803154111881941,421.0,209.4
methyl,-6.711,165.0,0.5038741652743562,16.0,4.7276915624863465,538.0,209.8
methyl,-6.711,165.0,0.3664578813636479,73.0,4.748658410874141,484.0,210.4
methyl,-6.711,165.0,0.3598775645475476,75.0,4.748658410874141,484.0,210.8
methyl,-6.711,165.0,0.1793104127417383,140.0,4.803154111881941,421.0,211.2
dieporeticanin-1,-7.002,152.0,0.2384810001396964,121.0,4.7614010495514165,480.0,211.4
methyl,-6.711,165.0,0.1692442282387059,141.0,4.803154111881941,421.0,211.4
methyl,-6.711,165.0,0.3469478209766328,78.0,4.748658410874141,484.0,211.4
methyl,-6.711,165.0,0.3764485945211553,61.0,4.735891530596404,502.0,211.60000000000002
methyl,-6.711,165.0,0.2802349247737692,102.0,4.765632879029674,462.0,211.8
methyl,-6.711,165.0,0.1618196748943582,143.0,4.803154111881941,421.0,211.8
methyl,-6.711,165.0,0.1372444069390304,146.0,4.803154111881941,421.0,212.39999999999998
methyl,-6.711,165.0,0.2746539649724242,109.0,4.765632879029674,462.0,213.2
methyl,-6.711,165.0,0.11,150.0,4.803154111881941,421.0,213.2
methyl,-6.711,165.0,0.0685072674267114,152.0,4.803154111881941,421.0,213.60000000000002
methyl,-6.711,165.0,0.3664578813636479,73.0,4.735891530596404,502.0,214.0
methyl,-6.711,165.0,0.3598775645475476,75.0,4.735891530596404,502.0,214.4
methyl,-6.711,165.0,0.2594819874818359,115.0,4.765632879029674,462.0,214.4
methyl,-6.711,165.0,0.2496172793210616,118.0,4.765632879029674,462.0,215.0
methyl,-6.711,165.0,0.3469478209766328,78.0,4.735891530596404,502.0,215.0
methyl,-6.711,165.0,0.3764485945211553,61.0,4.72900303984224,520.0,215.2
methyl,-6.711,165.0,0.5038741652743562,16.0,4.553310278783433,566.0,215.4
methyl,-6.711,165.0,0.2366568610328379,124.0,4.765632879029674,462.0,216.2
methyl,-6.711,165.0,0.2802349247737692,102.0,4.748658410874141,484.0,216.20000000000002
methyl,-6.711,165.0,0.2321604123269207,128.0,4.765632879029674,462.0,217.0
methyl,-6.711,165.0,0.3664578813636479,73.0,4.72900303984224,520.0,217.6
methyl,-6.711,165.0,0.2746539649724242,109.0,4.748658410874141,484.0,217.60000000000002
methyl,-6.711,165.0,0.2224254165169508,131.0,4.765632879029674,462.0,217.60000000000002
methyl,-6.711,165.0,0.3598775645475476,75.0,4.72900303984224,520.0,218.0
methyl,-6.711,165.0,0.3469478209766328,78.0,4.72900303984224,520.0,218.6
methyl,-6.711,165.0,0.3764485945211553,61.0,4.7276915624863465,538.0,218.8
methyl,-6.711,165.0,0.2594819874818359,115.0,4.748658410874141,484.0,218.8
2-benzyloctanal,-5.817,184.0,0.1902376224516812,139.0,4.8496522974342895,406.0,219.39999999999998
methyl,-6.711,165.0,0.2496172793210616,118.0,4.748658410874141,484.0,219.4
methyl,-6.711,165.0,0.1793104127417383,140.0,4.765632879029674,462.0,219.4
methyl,-6.711,165.0,0.5038741652743562,16.0,3.944853635976368,586.0,219.4
methyl,-6.711,165.0,0.1692442282387059,141.0,4.765632879029674,462.0,219.60000000000002
methyl,-6.711,165.0,0.2802349247737692,102.0,4.735891530596404,502.0,219.8
methyl,-6.711,165.0,0.1618196748943582,143.0,4.765632879029674,462.0,220.0
methyl,-6.711,165.0,0.1372444069390304,146.0,4.765632879029674,462.0,220.6
methyl,-6.711,165.0,0.2366568610328379,124.0,4.748658410874141,484.0,220.60000000000002
methyl,-6.711,165.0,0.2746539649724242,109.0,4.735891530596404,502.0,221.2
methyl,-6.711,165.0,0.3664578813636479,73.0,4.7276915624863465,538.0,221.2
methyl,-6.711,165.0,0.11,150.0,4.765632879029674,462.0,221.4
methyl,-6.711,165.0,0.2321604123269207,128.0,4.748658410874141,484.0,221.4
methyl,-6.711,165.0,0.3598775645475476,75.0,4.7276915624863465,538.0,221.60000000000002
methyl,-6.711,165.0,0.0685072674267114,152.0,4.765632879029674,462.0,221.8
methyl,-6.711,165.0,0.2224254165169508,131.0,4.748658410874141,484.0,222.0
methyl,-6.711,165.0,0.3469478209766328,78.0,4.7276915624863465,538.0,222.2
methyl,-6.711,165.0,0.2594819874818359,115.0,4.735891530596404,502.0,222.4
methyl,-6.711,165.0,0.2496172793210616,118.0,4.735891530596404,502.0,223.0
methyl,-6.711,165.0,0.2802349247737692,102.0,4.72900303984224,520.0,223.4
methyl,-6.711,165.0,0.1793104127417383,140.0,4.748658410874141,484.0,223.8
methyl,-6.711,165.0,0.1692442282387059,141.0,4.748658410874141,484.0,224.0
methyl,-6.711,165.0,0.2366568610328379,124.0,4.735891530596404,502.0,224.2
methyl,-6.711,165.0,0.3764485945211553,61.0,4.553310278783433,566.0,224.4
methyl,-6.711,165.0,0.1618196748943582,143.0,4.748658410874141,484.0,224.4
methyl,-6.711,165.0,0.2746539649724242,109.0,4.72900303984224,520.0,224.8
methyl,-6.711,165.0,0.2321604123269207,128.0,4.735891530596404,502.0,225.0
methyl,-6.711,165.0,0.1372444069390304,146.0,4.748658410874141,484.0,225.0
methyl,-6.711,165.0,0.2224254165169508,131.0,4.735891530596404,502.0,225.60000000000002
methyl,-6.711,165.0,0.11,150.0,4.748658410874141,484.0,225.8
methyl,-6.711,165.0,0.2594819874818359,115.0,4.72900303984224,520.0,226.0
methyl,-6.711,165.0,0.0685072674267114,152.0,4.748658410874141,484.0,226.20000000000002
methyl,-6.711,165.0,0.2496172793210616,118.0,4.72900303984224,520.0,226.6
methyl,-6.711,165.0,0.3664578813636479,73.0,4.553310278783433,566.0,226.8
methyl,-6.711,165.0,0.2802349247737692,102.0,4.7276915624863465,538.0,227.0
methyl,-6.711,165.0,0.3598775645475476,75.0,4.553310278783433,566.0,227.2
methyl,-6.711,165.0,0.1793104127417383,140.0,4.735891530596404,502.0,227.4
methyl,-6.711,165.0,0.1692442282387059,141.0,4.735891530596404,502.0,227.60000000000002
methyl,-6.711,165.0,0.2366568610328379,124.0,4.72900303984224,520.0,227.8
methyl,-6.711,165.0,0.3469478209766328,78.0,4.553310278783433,566.0,227.8
methyl,-6.711,165.0,0.1618196748943582,143.0,4.735891530596404,502.0,228.0
methyl,-6.711,165.0,0.2746539649724242,109.0,4.7276915624863465,538.0,228.4
methyl,-6.711,165.0,0.3764485945211553,61.0,3.944853635976368,586.0,228.4
methyl,-6.711,165.0,0.2321604123269207,128.0,4.72900303984224,520.0,228.6
methyl,-6.711,165.0,0.1372444069390304,146.0,4.735891530596404,502.0,228.6
methyl,-6.711,165.0,0.2224254165169508,131.0,4.72900303984224,520.0,229.2
methyl,-6.711,165.0,0.11,150.0,4.735891530596404,502.0,229.4
methyl,-6.711,165.0,0.2594819874818359,115.0,4.7276915624863465,538.0,229.60000000000002
methyl,-6.711,165.0,0.0685072674267114,152.0,4.735891530596404,502.0,229.8
methyl,-6.711,165.0,0.2496172793210616,118.0,4.7276915624863465,538.0,230.2
methyl,-6.711,165.0,0.3664578813636479,73.0,3.944853635976368,586.0,230.8
methyl,-6.711,165.0,0.1793104127417383,140.0,4.72900303984224,520.0,231.0
methyl,-6.711,165.0,0.3598775645475476,75.0,3.944853635976368,586.0,231.2
methyl,-6.711,165.0,0.1692442282387059,141.0,4.72900303984224,520.0,231.2
methyl,-6.711,165.0,0.2366568610328379,124.0,4.7276915624863465,538.0,231.4
methyl,-6.711,165.0,0.1618196748943582,143.0,4.72900303984224,520.0,231.6
methyl,-6.711,165.0,0.3469478209766328,78.0,3.944853635976368,586.0,231.8
methyl,-6.711,165.0,0.2321604123269207,128.0,4.7276915624863465,538.0,232.2
methyl,-6.711,165.0,0.1372444069390304,146.0,4.72900303984224,520.0,232.2
methyl,-6.711,165.0,0.2802349247737692,102.0,4.553310278783433,566.0,232.60000000000002
methyl,-6.711,165.0,0.2224254165169508,131.0,4.7276915624863465,538.0,232.8
methyl,-6.711,165.0,0.11,150.0,4.72900303984224,520.0,233.0
methyl,-6.711,165.0,0.0685072674267114,152.0,4.72900303984224,520.0,233.4
methyl,-6.711,165.0,0.2746539649724242,109.0,4.553310278783433,566.0,234.0
methyl,-6.711,165.0,0.1793104127417383,140.0,4.7276915624863465,538.0,234.60000000000002
methyl,-6.711,165.0,0.1692442282387059,141.0,4.7276915624863465,538.0,234.8
methyl,-6.711,165.0,0.2594819874818359,115.0,4.553310278783433,566.0,235.2
methyl,-6.711,165.0,0.1618196748943582,143.0,4.7276915624863465,538.0,235.2
methyl,-6.711,165.0,0.2496172793210616,118.0,4.553310278783433,566.0,235.8
methyl,-6.711,165.0,0.1372444069390304,146.0,4.7276915624863465,538.0,235.8
methyl,-6.711,165.0,0.11,150.0,4.7276915624863465,538.0,236.60000000000002
methyl,-6.711,165.0,0.2802349247737692,102.0,3.944853635976368,586.0,236.60000000000002
methyl,-6.711,165.0,0.2366568610328379,124.0,4.553310278783433,566.0,237.0
methyl,-6.711,165.0,0.0685072674267114,152.0,4.7276915624863465,538.0,237.0
methyl,-6.711,165.0,0.2321604123269207,128.0,4.553310278783433,566.0,237.8
methyl,-6.711,165.0,0.2746539649724242,109.0,3.944853635976368,586.0,238.0
methyl,-6.711,165.0,0.2224254165169508,131.0,4.553310278783433,566.0,238.4
methyl,-6.711,165.0,0.2594819874818359,115.0,3.944853635976368,586.0,239.2
methyl,-6.711,165.0,0.2496172793210616,118.0,3.944853635976368,586.0,239.8
methyl,-6.711,165.0,0.1793104127417383,140.0,4.553310278783433,566.0,240.2
methyl,-6.711,165.0,0.1692442282387059,141.0,4.553310278783433,566.0,240.4
methyl,-6.711,165.0,0.1618196748943582,143.0,4.553310278783433,566.0,240.8
methyl,-6.711,165.0,0.2366568610328379,124.0,3.944853635976368,586.0,241.0
methyl,-6.711,165.0,0.1372444069390304,146.0,4.553310278783433,566.0,241.39999999999998
methyl,-6.711,165.0,0.2321604123269207,128.0,3.944853635976368,586.0,241.8
methyl,-6.711,165.0,0.11,150.0,4.553310278783433,566.0,242.2
methyl,-6.711,165.0,0.2224254165169508,131.0,3.944853635976368,586.0,242.4
methyl,-6.711,165.0,0.0685072674267114,152.0,4.553310278783433,566.0,242.60000000000002
methyl,-6.711,165.0,0.1793104127417383,140.0,3.944853635976368,586.0,244.2
methyl,-6.711,165.0,0.1692442282387059,141.0,3.944853635976368,586.0,244.4
methyl,-6.711,165.0,0.1618196748943582,143.0,3.944853635976368,586.0,244.8
methyl,-6.711,165.0,0.1372444069390304,146.0,3.944853635976368,586.0,245.39999999999998
methyl,-6.711,165.0,0.11,150.0,3.944853635976368,586.0,246.2
methyl,-6.711,165.0,0.0685072674267114,152.0,3.944853635976368,586.0,246.60000000000002
stearic,-5.719,187.0,0.1329599496334079,147.0,4.668696853359881,558.0,253.2
oleic,-5.733,186.0,0.1281975720850891,148.0,4.64320087949695,561.0,253.39999999999998
stearic,-5.719,187.0,0.1329599496334079,147.0,4.600912077943804,563.0,254.2
stearic,-5.719,187.0,0.0375,153.0,4.668696853359881,558.0,254.40000000000003
oleic,-5.733,186.0,0.0125,155.0,4.64320087949695,561.0,254.8
stearic,-5.719,187.0,0.0375,153.0,4.600912077943804,563.0,255.40000000000003
oleic,-5.733,186.0,0.1281975720850891,148.0,4.51864264742256,584.0,258.0
hexadecanoic,-5.372,193.0,0.0375,153.0,4.600912077943804,563.0,259.0
oleic,-5.733,186.0,0.0125,155.0,4.51864264742256,584.0,259.4
caulindole_3,-11.964,2.0,,,,,
caulindole_1,-11.152,3.0,,,,,
2_4_-dihydroxychalcone-_4-O-5_-4_2_4_-trihydroxychalcone,-11.138,4.0,,,,,
3-_1-_2_4-dihydroxyphenyl_-3_3-bis_4-hydroxyphenyl_-1-oxopropan-2,-10.889,7.0,,,,,
5alpha_8alpha-epidioxy-ergost-6_22-dien-3beta-ol,-10.735,8.0,,,,,
5-methoxy-7-phenyl-_4-methoxy-2-pyronyl,-10.698,9.0,,,,,
2-_3_7-dimethylocta-2_6-dienyl_-6-_7-_3_7-dimethylocta-2_6-dienyl_-5-hydroxybenzofuran-2-yl_-_1_4_benzoquinone,-10.474,11.0,,,,,
3-_6-_3-methyl-but-2-enyl_-1H-indolyl_-6-_3-methyl-but-2-enyl_-1H-indole,-10.324,14.0,,,,,
cis-1_2-dihydroancistrocladisine,-9.99,22.0,,,,,
ergosta-5_22-dien-3beta-ol,-9.904,23.0,,,,,
ancistrobertsonine_3,-9.827,25.0,,,,,
ancistrobertsonine_1,-9.804,26.0,,,,,
ergosta-7_22-dien-3beta-ol,-9.662,29.0,,,,,
ancistrotanzanine_1,-9.649,30.0,,,,,
caulindole_2,-9.617,31.0,,,,,
isoschefflerin,-9.54,34.0,,,,,
cleistenediol_5,-9.475,36.0,,,,,
ancistrotanzanine_2,-9.376,40.0,,,,,
methyl_2,-9.322,42.0,,,,,
24-methylenelanosta-7_9_11_-dien,-9.29,43.0,,,,,
ancistrobertsonine_2,-9.279,44.0,,,,,
trans-1_2-dihydroancistrocladisine,-9.276,45.0,,,,,
pipoxide,-9.184,51.0,,,,,
cleistenediol_4,-9.129,56.0,,,,,
epimonanthadiepoxide_1,-9.127,57.0,,,,,
1_2-didehydroancistrobertsonine,-9.061,60.0,,,,,
O_N-dimethylancistrocladine,-9.035,61.0,,,,,
pipoxide-2-methyl,-8.999,64.0,,,,,
5-methoxy-6_8_8-trimethyl-2-phenylchromene-4_7-dione,-8.994,65.0,,,,,
5-hydroxy-6_8_8-trimethyl-2-phenylchromene-4_7-dione,-8.973,67.0,,,,,
1alpha-benzoyloxymethyl-3alpha-benzoyloxycyclohex-5-en-1beta_2beta_4beta-triol,-8.964,69.0,,,,,
schefflerin,-8.901,72.0,,,,,
R_-dihydro-2_3_-epoxyasteranthine,-8.747,75.0,,,,,
2_3_-epoxyasteranthine,-8.732,76.0,,,,,
1-_2E_6E_10E_-3_7_11_15-tetramethylhexadeca-2_6_10_14-tetraenyl_-2-azabicyclo_2.2.1_hept-5-en-3-one,-8.717,77.0,,,,,
toussaintine_2,-8.389,83.0,,,,,
S_-dihydro-2_3_-epoxyasteranthine,-8.385,84.0,,,,,
2-hydroxy-1_7_8-trimethoxypyrene,-8.297,86.0,,,,,
2_7-dihydroxy-1_8-dimethoxypyrene,-8.255,90.0,,,,,
4-_3-_1_1-dimethyl-but-2-enyl_-1H-indol-5-yl_-but-3-en-2-one,-8.228,92.0,,,,,
2_3_-dihydroxyasteranthine,-8.208,95.0,,,,,
toussaintine_3,-8.171,96.0,,,,,
toussaintine_1,-8.168,97.0,,,,,
3-_1_1-dimethyl-but-2-enyl_-5-_3-methyl-but-2-enyl_-1H-indole,-8.145,98.0,,,,,
5_7_3_4_-tetrahydroxyflavanol,-8.035,100.0,,,,,
3-_2_3_-dihydroxy-3_-methylbutyl_-5-_3_-methylcrotonoyl,-8.025,102.0,,,,,
methyl_3,-8.025,102.0,,,,,
cleistodienol_1,-8.024,104.0,,,,,
3_5-hexalobine,-7.995,106.0,,,,,
toussaintine_5,-7.987,108.0,,,,,
5-_2_3_-epoxy-3_-methylbutyl_-3-_3_-hydroxy-3_-methyl-1_-acetyloxy-but-2_-yl_indole,-7.985,109.0,,,,,
toussaintine_4,-7.973,110.0,,,,,
7-_3_7-dimethylocta-2_6-dienyl_-5-hydroxy-3H-benzofuran-2-one,-7.915,114.0,,,,,
crotepoxide,-7.907,115.0,,,,,
3_5-hexalobine_1,-7.884,116.0,,,,,
cleistenediol_3,-7.877,117.0,,,,,
toussaintine_6,-7.851,118.0,,,,,
1S_4S_5S_6R_-5-_benzyloxy,-7.827,119.0,,,,,
octahydro-3_8_8-trimethyl-6-methylene-1H-3a_7-methanoazulen-5-ol,-7.827,119.0,,,,,
cleistenechlorohydrin_1,-7.658,127.0,,,,,
cleistenediol_1,-7.488,133.0,,,,,
6-styryl-7_8-epoxy-4-methoxypyran-2-one,-7.441,136.0,,,,,
